当前价-0,成交总量-1,成交总额-2,持仓量-3,昨结算-4,成交笔数-5,市盈率1-6,开盘价-8,最高价-9,时间戳-G,最低价-a,今结算-b,前收盘-c,多档委买价-d,多档委买量-e,多档委卖价-f,多档委卖量-g,,
8.71,649896,568607573,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2662, 17800, 12306, 8177, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8284, 2610, 3024, 2693, 2770",64989600,8.749208689
8.72,649905,568615421,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2891, 17800, 12306, 8177, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8275, 2603, 3024, 2693, 2770",64990500,8.749208284
8.72,649928,568635474,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2941, 17800, 12306, 8177, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8255, 2603, 3024, 2693, 2770",64992800,8.749207204
8.71,649981,568681682,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2963, 17567, 12305, 8175, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8209, 2603, 3024, 2693, 2770",64998100,8.7492047
8.71,649984,568684295,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2977, 17617, 12305, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8211, 2190, 3024, 2693, 2770",64998400,8.749204519
8.72,650081,568768878,0,0,0,6.71,8.85,8.9, 2018-07-16 14:47:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2993, 17617, 12285, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8122, 2190, 3024, 2693, 2770",65008100,8.749200146
8.71,650777,569375094,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2312, 17614, 12285, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8122, 2650, 3024, 2693, 2770",65077700,8.749158222
8.71,651282,569814949,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1822, 17607, 12285, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8122, 2190, 3049, 2693, 2770",65128200,8.749127859
8.71,651282,569814949,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2047, 17607, 12295, 8155, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8124, 2190, 3049, 2693, 2770",65128200,8.749127859
8.71,651287,569819304,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2047, 17655, 12295, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8124, 2650, 3049, 2693, 2770",65128700,8.749127558
8.71,651298,569828894,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2053, 17643, 12295, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8132, 2190, 3049, 2693, 2770",65129800,8.749127036
8.71,651311,569840218,0,0,0,6.7,8.85,8.9, 2018-07-16 14:47:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2045, 17848, 12295, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8131, 2190, 3049, 2693, 2770",65131100,8.74912627
8.71,651423,569937771,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1951, 17847, 12295, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8130, 2190, 3049, 2693, 2770",65142300,8.749119558
8.71,651454,569964772,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1971, 17817, 12147, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8130, 2190, 3049, 2693, 2770",65145400,8.749117697
8.71,651458,569968256,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1977, 17817, 12147, 7955, 4479"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8130, 2650, 3049, 2693, 2770",65145800,8.749117457
8.71,651460,569969999,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2006, 17810, 12147, 7955, 4478"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8129, 2650, 3049, 2693, 2770",65146000,8.749117352
8.71,651465,569974354,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1932, 18048, 12147, 7945, 4478"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9134, 2189, 3049, 2693, 2770",65146500,8.749117052
8.71,651487,569993536,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2073, 18020, 12118, 7945, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9114, 2189, 3049, 2693, 2770",65148700,8.749116038
8.71,651599,570091088,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2078, 18020, 12118, 7945, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9127, 2189, 3049, 2693, 2770",65159900,8.749109314
8.71,651610,570100676,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2081, 18137, 12118, 7945, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9120, 2189, 3049, 2693, 2770",65161000,8.749108761
8.72,651632,570119851,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2085, 18137, 12124, 7945, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9107, 2189, 3049, 2693, 2770",65163200,8.749107641
8.72,651637,570124211,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2388, 18143, 12124, 7943, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 9120, 2189, 3049, 2693, 2770",65163700,8.749107417
8.72,652187,570603809,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2386, 18143, 12124, 7943, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8580, 2189, 3049, 2693, 2770",65218700,8.74908284
8.71,652582,570947860,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2145, 18113, 12127, 7943, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8574, 2189, 3029, 2693, 2770",65258200,8.749059275
8.71,652637,570995788,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2156, 18115, 12142, 7632, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8551, 2189, 3029, 2693, 2770",65263700,8.749056336
8.71,652786,571125568,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2272, 18104, 12142, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8548, 2192, 3029, 2693, 2770",65278600,8.749047437
8.72,652812,571148215,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2322, 18075, 12142, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8547, 2192, 3029, 2693, 2770",65281200,8.749045897
8.71,653656,571883369,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1534, 18075, 12142, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 8519, 2221, 3029, 2693, 2770",65365600,8.74899594
8.72,654620,572723977,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1553, 18074, 12154, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7555, 2221, 3029, 2693, 2770",65462000,8.74895324
8.71,654727,572817174,0,0,0,6.7,8.85,8.9, 2018-07-16 14:48:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1266, 18054, 12154, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7563, 2223, 3029, 2693, 2770",65472700,8.748946874
8.72,655235,573259648,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 801, 18054, 12154, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7549, 2223, 3029, 2693, 2770",65523500,8.74891677
8.72,655252,573274472,0,0,0,6.71,8.85,8.9, 2018-07-16 14:48:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 829, 17813, 11951, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7532, 2223, 3029, 2693, 2770",65525200,8.74891602
8.71,655253,573275343,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2008, 18042, 11931, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7532, 2223, 3029, 2693, 2770",65525300,8.748915961
8.71,655334,573345972,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2043, 18042, 11925, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7444, 2223, 3029, 2693, 2770",65533400,8.748912341
8.72,655359,573367762,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2188, 18042, 11925, 7558, 4468"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7447, 2599, 3043, 2693, 2770",65535900,8.748911085
8.72,655475,573468898,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2586, 18036, 11925, 7558, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7337, 2599, 3043, 2693, 2770",65547500,8.748905725
8.71,655508,573497641,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2588, 18149, 11925, 7532, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7322, 2598, 3043, 2693, 2770",65550800,8.748903766
8.72,655520,573508103,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2586, 18161, 11925, 7522, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7426, 2598, 3043, 2703, 2770",65552000,8.748903207
8.72,655530,573516823,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2810, 18130, 11925, 7502, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7416, 2598, 3029, 2703, 2770",65553000,8.748902766
8.72,655553,573536876,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2813, 18130, 11925, 7502, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7396, 2598, 3029, 2717, 2770",65555300,8.748901706
8.71,656462,574328615,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1900, 18137, 11922, 7502, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7396, 2598, 3029, 2717, 2770",65646200,8.748847839
8.72,656684,574522089,0,0,0,6.71,8.85,8.9, 2018-07-16 14:49:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1805, 18037, 11922, 7502, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7304, 2598, 3029, 2717, 2770",65668400,8.748836411
8.71,656688,574525573,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1818, 18098, 11922, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7304, 2598, 3029, 2717, 2770",65668800,8.748836175
8.71,657656,575368704,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 864, 18098, 11922, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7301, 2598, 3029, 2717, 2770",65765600,8.748779058
8.71,658048,575710137,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 526, 18103, 11922, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7292, 2598, 3029, 2717, 2770",65804800,8.748755972
8.71,658664,576246844,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 364, 18112, 11927, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7121, 2595, 3029, 2717, 2770",65866400,8.748722323
8.71,658667,576249457,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 535, 18112, 11927, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7121, 2595, 3029, 2717, 2770",65866700,8.748722146
8.71,659208,576721364,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:45,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 18141, 11937, 7497, 4410, 3945"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 10, 7141, 2643, 3023, 2717",65920800,8.748700926
8.71,659219,576730249,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 47, 18145, 11937, 7497, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 5958, 2643, 3023, 2717, 2770",65921900,8.748689722
8.71,659221,576731991,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 120, 18143, 11950, 7612, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7575, 2643, 3023, 2717, 2776",65922100,8.748689605
8.71,659363,576855693,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 31, 18202, 11945, 7612, 4410"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7560, 2536, 3023, 2717, 2776",65936300,8.748681576
8.71,659375,576866150,0,0,0,6.7,8.85,8.9, 2018-07-16 14:49:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 164, 18202, 11945, 7612, 4414"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7555, 2536, 2563, 2717, 2776",65937500,8.748680948
8.71,659384,576873989,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 160, 18222, 11945, 7612, 4414"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7555, 2536, 2563, 2717, 2776",65938400,8.74868042
8.71,659832,577264197,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 48, 18223, 11945, 7612, 4414"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 7604, 2536, 3023, 2717, 2776",65983200,8.748654157
8.71,659891,577316282,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:06,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 18217, 11945, 7612, 4414, 3945"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 133, 7604, 2536, 2963, 2717",65989100,8.748661249
8.7,661480,578698751,0,0,0,6.69,8.85,8.9, 2018-07-16 14:50:09,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16543, 11945, 7612, 4414, 3945"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 8, 5947, 2536, 2963, 2717",66148000,8.748544945
8.71,661599,578802319,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:12,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16502, 11939, 7612, 4414, 3945"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2830, 5951, 2536, 2963, 2717",66159900,8.748536787
8.71,661654,578850222,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:15,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16539, 11909, 7612, 4414, 3945"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2814, 5948, 2536, 2963, 2717",66165400,8.748533554
8.7,661667,578861544,0,0,0,6.69,8.85,8.9, 2018-07-16 14:50:18,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16574, 11909, 7612, 4414, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2855, 5948, 2536, 2963, 2717",66166700,8.748532782
8.71,662191,579317948,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:21,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16586, 11884, 7612, 4414, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2347, 5948, 2536, 2963, 2717",66219100,8.74850229
8.71,662418,579515663,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:24,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16600, 11884, 7612, 4414, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2148, 5948, 2536, 2963, 2717",66241800,8.748489066
8.71,662422,579519147,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:27,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16669, 11918, 7612, 4414, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2510, 5946, 2536, 2963, 2717",66242200,8.748488833
8.7,662423,579520017,0,0,0,6.69,8.85,8.9, 2018-07-16 14:50:30,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16732, 11922, 7632, 4414, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2538, 5941, 2536, 2963, 2717",66242300,8.74848876
8.7,662448,579541777,0,0,0,6.69,8.85,8.9, 2018-07-16 14:50:33,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16740, 11922, 7632, 4403, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2529, 5941, 2536, 2963, 2717",66244800,8.748487081
8.71,662474,579564401,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:36,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16699, 11920, 7636, 4403, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2525, 5941, 2536, 2963, 2717",66247400,8.748485239
8.7,662589,579664559,0,0,0,6.69,8.85,8.9, 2018-07-16 14:50:39,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16710, 11920, 7598, 4403, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2417, 5941, 2536, 2963, 2717",66258900,8.748478453
8.71,662621,579692418,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:42,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16815, 11930, 7606, 4403, 3995"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2538, 5941, 2536, 2963, 2717",66262100,8.748476399
8.71,663501,580458068,0,0,0,6.7,8.85,8.9, 2018-07-16 14:50:45,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16508, 11930, 7609, 4403, 3999"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2609, 5941, 2536, 2963, 2717",66350100,8.748412858
8.7,663550,580500746,0,0,0,6.69,8.85,8.9, 2018-07-16 14:50:48,8.69,0,8.88," 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999, 8.6600000000000001"," 16582, 11930, 7609, 4403, 3989"," 8.7100000000000009, 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75"," 2640, 5944, 2160, 2963, 2717",66355000,8.748410007
